SubjectID,Trial,SpatialCond,isTargetLeft,isLowLeft,TargetNum,TargetTime,ResponseTime
p004,ild-fmri-2,ILD10,False,True,2,        3.3,7.8999999999999995,9.185,20.398
p004,ild-fmri-2,ITD500,False,False,2,        10.45,12.75,11.16,13.518
p004,ild-fmri-2,ITD500,True,True,2,        1.25,3.55,1.928,4.135,17.791
p004,ild-fmri-2,ITD500,False,True,1,        8.149999999999999,
p004,ild-fmri-2,ITD500,False,True,2,        1.0,15.049999999999999,1.808,6.463,15.763
p004,ild-fmri-2,ILD10,True,True,1,        8.149999999999999,8.749
p004,ild-fmri-2,ILD10,False,False,1,        17.349999999999998,18.088
p004,ild-fmri-2,ITD500,True,False,2,        14.799999999999999,19.65,2.019,15.564,20.215
p004,ild-fmri-2,ILD10,False,True,3,        3.55,5.6,7.8999999999999995,4.396,6.894,8.815,13.245
p004,ild-fmri-2,ITD500,True,True,1,        5.85,6.535,8.755,22.564
p004,ild-fmri-2,ITD500,False,False,2,        3.55,5.85,4.188,6.528,22.469
p004,ild-fmri-2,ILD10,True,False,3,        8.149999999999999,10.45,14.799999999999999,1.813,6.541,8.805,11.104,13.534,15.515,17.998
p004,ild-fmri-2,ILD10,True,True,3,        1.0,14.799999999999999,21.95,1.877,22.537
p004,ild-fmri-2,ITD500,False,True,3,        3.3,5.6,10.2,3.938,6.278,10.918
p004,ild-fmri-2,ILD10,True,False,2,        10.45,12.5,11.239
p004,ild-fmri-2,ITD500,True,False,3,        3.3,15.049999999999999,19.4,3.941,15.762,20.535
p004,ild-fmri-2,ITD500,False,False,3,        1.0,5.6,8.149999999999999,1.798,6.1,22.691
p004,ild-fmri-2,ILD10,False,False,2,        3.55,8.149999999999999,4.116,8.976
p004,ild-fmri-2,ITD500,True,True,1,        19.4,11.187,20.322
p004,ild-fmri-2,ILD10,False,True,2,        10.45,19.65,11.103,20.494
p004,ild-fmri-2,ITD500,True,False,3,        1.25,5.6,7.8999999999999995,1.869,6.318,15.915,18.095,20.576
p004,ild-fmri-2,ITD500,False,True,2,        15.049999999999999,19.65,15.748,20.336
p004,ild-fmri-2,ITD500,True,True,3,        1.25,12.75,19.65,6.268,13.281
p004,ild-fmri-2,ILD10,False,False,1,        7.8999999999999995,8.623,11.123
p004,ild-fmri-2,ILD10,True,False,1,        15.049999999999999,4.087,15.649
p004,ild-fmri-2,ITD500,False,False,2,        3.3,10.2,11.24
p004,ild-fmri-2,ILD10,False,True,2,        12.5,14.799999999999999,6.606,13.124,15.694,18.054
p004,ild-fmri-2,ILD10,True,True,2,        3.3,15.049999999999999,4.283,16.035,18.134
p004,ild-fmri-2,ILD10,True,False,2,        12.75,17.099999999999998,13.437,17.966
p004,ild-fmri-2,ITD500,False,False,3,        12.5,15.049999999999999,19.65,13.233,15.808,20.321
p004,ild-fmri-2,ILD10,False,True,3,        3.55,12.75,21.95,4.247,8.907,11.396,13.475,22.554
p004,ild-fmri-2,ITD500,True,False,1,        12.5,11.191,13.182
p004,ild-fmri-2,ITD500,False,True,2,        5.85,17.349999999999998,6.659,18.005
p004,ild-fmri-2,ILD10,True,True,1,        15.049999999999999,14.292,15.822
p004,ild-fmri-2,ILD10,False,False,1,        1.0,1.937
p004,ild-fmri-2,ITD500,True,True,2,        5.85,7.8999999999999995,6.577,8.667
p004,ild-fmri-2,ITD500,False,False,1,        5.85,6.458,17.731
p004,ild-fmri-2,ITD500,False,True,1,        19.4,1.998,20.018,20.288
p004,ild-fmri-2,ITD500,True,False,1,        7.8999999999999995,9.655,11.176
p004,ild-fmri-2,ITD500,True,True,3,        3.3,8.149999999999999,21.95,4.31,8.96,22.788
p004,ild-fmri-2,ILD10,False,True,3,        7.8999999999999995,12.5,19.65,9.593,20.407
p004,ild-fmri-2,ILD10,True,False,3,        12.75,19.65,21.95,6.405,11.068,13.347,20.249,22.588
p004,ild-fmri-2,ILD10,False,False,2,        10.2,12.75,11.077,13.377,22.52
p004,ild-fmri-2,ILD10,True,True,3,        8.149999999999999,17.099999999999998,21.7,8.971,17.907,22.528
p004,ild-fmri-2,ITD500,False,False,1,        5.85,6.5
p004,ild-fmri-2,ILD10,True,False,2,        3.3,14.799999999999999,3.906,6.345,16.473
p004,ild-fmri-2,ITD500,True,True,1,        19.4,19.946
p004,ild-fmri-2,ILD10,False,True,2,        3.3,10.2,11.03,15.838
p004,ild-fmri-2,ILD10,True,True,2,        14.799999999999999,21.7,15.531,22.58
p004,ild-fmri-2,ITD500,True,False,3,        1.0,10.2,19.65,1.922,11.111,20.303
p004,ild-fmri-2,ITD500,False,True,3,        5.6,12.75,21.95,1.947,6.434,13.695,22.722
p004,ild-fmri-2,ILD10,False,False,2,        3.55,19.65,4.22,18.167,20.316
