SubjectID,Trial,SpatialCond,isTargetLeft,isLowLeft,TargetNum,TargetTime,ResponseTime
p005,ild-fmri-2,ITD500,True,True,2,        3.3,14.799999999999999,15.567
p005,ild-fmri-2,ILD10,False,False,3,        3.55,10.45,14.799999999999999,4.109,11.169
p005,ild-fmri-2,ILD10,True,True,1,        14.799999999999999,15.434
p005,ild-fmri-2,ILD10,False,True,2,        1.25,12.5,1.798,13.276
p005,ild-fmri-2,ITD500,False,True,1,        10.2,10.89
p005,ild-fmri-2,ITD500,True,False,1,        21.7,4.491,22.951
p005,ild-fmri-2,ITD500,True,True,3,        8.149999999999999,12.5,19.4,8.96,13.179,19.961
p005,ild-fmri-2,ILD10,True,False,3,        3.55,10.45,21.7,11.048,22.601
p005,ild-fmri-2,ITD500,True,False,3,        1.0,12.5,19.65,1.717,13.078,20.408
p005,ild-fmri-2,ITD500,False,True,1,        19.65,15.769,20.359
p005,ild-fmri-2,ILD10,False,False,2,        3.55,7.8999999999999995,4.178,8.756
p005,ild-fmri-2,ILD10,False,True,1,        12.5,13.306
p005,ild-fmri-2,ILD10,True,True,3,        12.75,17.099999999999998,19.65,13.318,17.699,20.413
p005,ild-fmri-2,ITD500,False,False,2,        3.55,21.95,4.206,22.706
p005,ild-fmri-2,ITD500,True,True,1,        15.049999999999999,15.662
p005,ild-fmri-2,ILD10,False,False,1,        14.799999999999999,15.518
p005,ild-fmri-2,ILD10,False,True,2,        1.25,21.7,1.938,22.736
p005,ild-fmri-2,ITD500,False,True,3,        17.099999999999998,19.4,21.7,17.718,22.398
p005,ild-fmri-2,ILD10,True,False,3,        8.149999999999999,10.45,19.4,11.082,20.013
p005,ild-fmri-2,ITD500,True,False,2,        3.3,7.8999999999999995,4.5,8.631,18.128
p005,ild-fmri-2,ITD500,False,False,2,        1.0,19.4,20.208
p005,ild-fmri-2,ILD10,True,True,1,        5.6,
p005,ild-fmri-2,ILD10,False,True,3,        5.6,15.049999999999999,21.95,15.767
p005,ild-fmri-2,ITD500,True,False,1,        21.7,22.976
p005,ild-fmri-2,ITD500,False,False,2,        14.799999999999999,17.349999999999998,15.464,18.033
p005,ild-fmri-2,ILD10,False,False,3,        5.6,7.8999999999999995,12.75,6.415,8.706,13.377
p005,ild-fmri-2,ILD10,True,False,2,        7.8999999999999995,14.799999999999999,15.488
p005,ild-fmri-2,ITD500,False,True,2,        14.799999999999999,19.65,15.498,20.199
p005,ild-fmri-2,ILD10,True,True,3,        3.55,17.349999999999998,21.7,18.141,22.299
p005,ild-fmri-2,ITD500,True,True,1,        15.049999999999999,15.635
p005,ild-fmri-2,ILD10,False,False,1,        21.7,22.26
p005,ild-fmri-2,ILD10,True,False,2,        1.25,5.85,1.998,6.409
p005,ild-fmri-2,ITD500,False,False,1,        8.149999999999999,8.685,17.893
p005,ild-fmri-2,ITD500,False,True,3,        12.5,14.799999999999999,19.4,15.343,19.936
p005,ild-fmri-2,ITD500,True,False,1,        3.55,4.097
p005,ild-fmri-2,ITD500,True,True,2,        8.149999999999999,10.2,8.66,10.888
p005,ild-fmri-2,ILD10,False,True,3,        8.149999999999999,10.45,12.5,8.71,11.13,13.21
p005,ild-fmri-2,ILD10,True,True,3,        1.0,3.3,12.75,6.501,19.999
p005,ild-fmri-2,ITD500,False,False,1,        1.0,1.557
p005,ild-fmri-2,ITD500,True,True,1,        7.8999999999999995,10.84,18.105
p005,ild-fmri-2,ITD500,True,False,1,        8.149999999999999,8.799,20.293
p005,ild-fmri-2,ILD10,False,True,2,        17.099999999999998,19.65,18.036
p005,ild-fmri-2,ILD10,True,True,2,        5.6,15.049999999999999,2.289,6.397,15.997
p005,ild-fmri-2,ITD500,False,True,2,        1.25,5.6,2.213,6.884
p005,ild-fmri-2,ILD10,False,False,2,        10.2,19.4,10.943,20.065
p005,ild-fmri-2,ILD10,True,False,3,        3.3,5.6,15.049999999999999,3.877,6.358,15.63
p005,ild-fmri-2,ILD10,True,True,1,        17.099999999999998,17.818
p005,ild-fmri-2,ITD500,False,True,2,        5.6,19.65,6.428,20.21
p005,ild-fmri-2,ILD10,True,False,3,        3.55,7.8999999999999995,17.349999999999998,4.176,8.478,17.993
p005,ild-fmri-2,ITD500,True,False,1,        19.4,19.994
p005,ild-fmri-2,ILD10,False,True,3,        1.25,19.4,21.7,2.157,15.837,20.041,22.897
p005,ild-fmri-2,ITD500,False,False,1,        5.85,6.41
p005,ild-fmri-2,ILD10,False,False,1,        1.0,
p005,ild-fmri-2,ITD500,True,True,2,        7.8999999999999995,17.349999999999998,8.426,18.038
